ID,Severity,City,County,State,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Wind_Speed(mph),Weather_Condition
44779,2,Compton,Los Angeles,CA,75.9,,54.0,29.9,4.6,Clear
44780,2,Compton,Los Angeles,CA,75.9,,54.0,29.9,4.6,Clear
44781,3,Long Beach,Los Angeles,CA,75.9,,54.0,29.9,4.6,Clear
44782,2,Whittier,Los Angeles,CA,80.6,,58.0,29.9,8.1,Clear
44783,2,La Puente,Los Angeles,CA,80.6,,58.0,29.9,8.1,Clear
44784,2,Ontario,San Bernardino,CA,88.0,,36.0,29.84,9.2,Mostly Cloudy
44785,3,Oceanside,San Diego,CA,73.0,,71.0,29.93,3.5,Haze
44786,3,Los Angeles,Los Angeles,CA,70.0,,84.0,29.9,5.8,Clear
44787,2,Los Angeles,Los Angeles,CA,73.9,,73.0,29.89,,Haze
44788,3,El Monte,Los Angeles,CA,80.6,,58.0,29.9,8.1,Clear
44789,3,Baldwin Park,Los Angeles,CA,80.6,,58.0,29.9,8.1,Clear
44790,2,Rowland Heights,Los Angeles,CA,71.1,,81.0,29.88,5.8,Clear
44791,2,West Covina,Los Angeles,CA,84.2,,42.0,29.94,10.4,Clear
44792,3,Colton,San Bernardino,CA,93.2,,26.0,29.91,5.8,Mostly Cloudy
44793,3,San Diego,San Diego,CA,72.0,,68.0,29.91,5.8,Clear
44794,2,Moreno Valley,Riverside,CA,88.5,,30.0,29.88,9.2,Clear
44795,2,Los Angeles,Los Angeles,CA,73.9,,73.0,29.89,,Haze
44796,3,Los Angeles,Los Angeles,CA,73.9,,73.0,29.89,,Haze
44797,2,Compton,Los Angeles,CA,73.0,,76.0,29.91,4.6,Scattered Clouds
44798,2,Glendale,Los Angeles,CA,73.9,,73.0,29.89,,Haze
44799,3,Fountain Valley,Orange,CA,71.1,,78.0,29.9,6.9,Scattered Clouds
44800,3,Glendora,Los Angeles,CA,84.2,,42.0,29.94,10.4,Clear
44801,2,San Dimas,Los Angeles,CA,84.2,,42.0,29.94,10.4,Clear
44802,2,Trabuco Canyon,Orange,CA,71.1,,78.0,29.9,6.9,Scattered Clouds
44803,3,San Diego,San Diego,CA,72.0,,68.0,29.91,5.8,Clear
44804,3,Fallbrook,San Diego,CA,71.1,,78.0,29.91,4.6,Partly Cloudy
44805,2,Lakeside,San Diego,CA,75.2,,61.0,,,Clear
44806,2,Stevenson Ranch,Los Angeles,CA,88.0,88.0,40.0,29.03,6.0,Mostly Cloudy
44807,3,Mission Hills,Los Angeles,CA,86.0,,48.0,29.94,6.9,Mostly Cloudy
44808,2,Torrance,Los Angeles,CA,71.6,,88.0,29.9,11.5,Mostly Cloudy
44809,2,Glendale,Los Angeles,CA,84.0,,53.0,29.86,8.1,Clear
44810,3,Long Beach,Los Angeles,CA,75.9,,54.0,29.9,4.6,Clear
44811,2,Santa Fe Springs,Los Angeles,CA,71.1,,81.0,29.88,5.8,Clear
44812,3,Glendora,Los Angeles,CA,84.2,,42.0,29.94,10.4,Clear
44813,3,Corona,Riverside,CA,81.0,,54.0,29.9,4.6,Clear
44814,3,San Bernardino,San Bernardino,CA,91.9,,28.0,29.91,8.1,Clear
44815,2,Hemet,Riverside,CA,89.0,89.0,30.0,28.31,9.0,Mostly Cloudy
44816,3,Torrance,Los Angeles,CA,73.0,,76.0,29.91,4.6,Scattered Clouds
44817,2,Los Angeles,Los Angeles,CA,73.9,,73.0,29.89,,Haze
44818,3,Alhambra,Los Angeles,CA,73.9,,73.0,29.89,,Haze
44819,2,Rosemead,Los Angeles,CA,80.6,,58.0,29.9,8.1,Clear
44820,3,Ontario,San Bernardino,CA,88.0,,36.0,29.84,9.2,Mostly Cloudy
44821,3,Los Angeles,Los Angeles,CA,71.1,,81.0,29.91,5.8,Clear
44822,3,Long Beach,Los Angeles,CA,73.9,,73.0,29.9,6.9,Clear
44823,2,Palmdale,Los Angeles,CA,90.0,,26.0,29.9,13.8,Clear
44824,3,Arcadia,Los Angeles,CA,80.6,,58.0,29.9,8.1,Clear
44825,3,West Covina,Los Angeles,CA,78.8,,57.0,29.94,11.5,Clear
44826,2,Castaic,Los Angeles,CA,84.0,84.0,53.0,29.04,6.0,Partly Cloudy
44827,3,Los Angeles,Los Angeles,CA,71.1,,81.0,29.9,,Clear
44828,2,City Of Industry,Los Angeles,CA,80.6,,58.0,29.9,8.1,Clear
44829,2,Rowland Heights,Los Angeles,CA,73.9,,71.0,29.88,6.9,Clear
44830,3,Ontario,San Bernardino,CA,82.9,,41.0,29.87,6.9,Mostly Cloudy
44831,2,Pauma Valley,San Diego,CA,75.0,,51.0,29.91,4.6,Clear
44832,2,Ventura,Ventura,CA,66.0,,87.0,29.9,4.6,Scattered Clouds
44833,2,Moorpark,Ventura,CA,68.0,,81.0,29.93,5.8,Clear
44834,3,Sylmar,Los Angeles,CA,86.0,,48.0,29.94,6.9,Mostly Cloudy
44835,3,Los Angeles,Los Angeles,CA,69.1,,87.0,29.91,5.8,Mostly Cloudy
44836,2,Los Angeles,Los Angeles,CA,69.1,,87.0,29.91,11.5,Mostly Cloudy
44837,3,Downey,Los Angeles,CA,71.1,,81.0,29.9,,Clear
44838,3,Norwalk,Los Angeles,CA,73.9,,71.0,29.88,6.9,Clear
44839,3,Pomona,Los Angeles,CA,78.8,,57.0,29.94,11.5,Clear
44840,3,Oceanside,San Diego,CA,69.1,,84.0,29.91,4.6,Partly Cloudy
44841,3,Palm Desert,Riverside,CA,100.0,,22.0,29.8,,Clear
44842,2,View Park,Los Angeles,CA,71.1,,81.0,29.91,5.8,Clear
44843,2,Torrance,Los Angeles,CA,71.6,,88.0,29.9,11.5,Mostly Cloudy
44844,3,Long Beach,Los Angeles,CA,73.9,,73.0,29.9,6.9,Clear
44845,3,Downey,Los Angeles,CA,73.9,,73.0,29.9,6.9,Clear
44846,2,Santa Fe Springs,Los Angeles,CA,71.1,,81.0,29.88,5.8,Clear
44847,2,Pomona,Los Angeles,CA,78.8,,57.0,29.94,11.5,Clear
44848,3,Riverside,Riverside,CA,84.0,,41.0,29.86,4.6,Clear
44849,3,Riverside,Riverside,CA,84.0,,41.0,29.86,4.6,Clear
44850,3,Whittier,Los Angeles,CA,80.6,,58.0,29.9,8.1,Clear
44851,3,Los Angeles,Los Angeles,CA,70.0,,84.0,29.91,,Clear
44852,3,Whittier,Los Angeles,CA,80.6,,58.0,29.9,8.1,Clear
44853,3,La Puente,Los Angeles,CA,80.6,,58.0,29.9,8.1,Clear
44854,2,Walnut,Los Angeles,CA,78.8,,57.0,29.94,11.5,Clear
44855,3,San Diego,San Diego,CA,70.0,,76.0,29.93,3.5,Clear
44856,2,Agoura Hills,Los Angeles,CA,81.0,,56.0,29.88,3.5,Clear
44857,3,Costa Mesa,Orange,CA,69.1,,87.0,29.92,9.2,Clear
44858,3,West Covina,Los Angeles,CA,80.6,,58.0,29.9,8.1,Clear
44859,3,West Covina,Los Angeles,CA,78.8,,57.0,29.94,11.5,Clear
44860,2,Los Angeles,Los Angeles,CA,70.0,,84.0,29.92,,Clear
44861,2,Anaheim,Orange,CA,72.0,,78.0,29.92,4.6,Clear
44862,2,Riverside,Riverside,CA,79.0,,50.0,29.89,3.5,Clear
44863,2,Burbank,Los Angeles,CA,73.9,,71.0,29.89,6.9,Clear
44864,2,Ramona,San Diego,CA,66.9,,68.0,29.9,,Clear
44865,3,San Juan Capistrano,Orange,CA,68.0,,87.0,29.92,5.8,Clear
44866,2,Inglewood,Los Angeles,CA,68.0,,87.0,29.93,3.5,Clear
44867,2,Rancho Cucamonga,San Bernardino,CA,73.9,,64.0,29.88,,Scattered Clouds
44868,2,Moreno Valley,Riverside,CA,74.3,,54.0,29.91,4.6,Clear
44869,3,Van Nuys,Los Angeles,CA,73.9,,71.0,29.9,4.6,Clear
44870,3,Baldwin Park,Los Angeles,CA,73.4,,73.0,29.98,,Clear
44871,2,Stevenson Ranch,Los Angeles,CA,74.0,74.0,66.0,29.07,5.0,Partly Cloudy
44872,2,Porter Ranch,Los Angeles,CA,74.0,74.0,66.0,29.07,5.0,Partly Cloudy
44873,3,Los Angeles,Los Angeles,CA,66.0,,93.0,29.93,,Overcast
44874,3,Lynwood,Los Angeles,CA,68.0,,87.0,29.93,,Partly Cloudy
44875,2,Los Angeles,Los Angeles,CA,68.0,,87.0,29.91,,Clear
44876,2,Calabasas,Los Angeles,CA,73.0,,71.0,29.9,,Clear
44877,2,San Pedro,Los Angeles,CA,69.8,,94.0,29.96,,Overcast
44878,3,Sherman Oaks,Los Angeles,CA,73.0,,71.0,29.9,,Clear
44879,2,Los Angeles,Los Angeles,CA,70.0,,81.0,29.89,3.5,Clear
44880,3,Gardena,Los Angeles,CA,68.0,,87.0,29.93,,Mostly Cloudy
44881,3,Long Beach,Los Angeles,CA,68.0,,90.0,29.93,,Overcast
44882,3,Tustin,Orange,CA,66.9,,90.0,29.93,3.5,Overcast
44883,3,San Bernardino,San Bernardino,CA,74.5,,63.0,29.96,3.5,Scattered Clouds
44884,2,Riverside,Riverside,CA,72.0,,68.0,29.9,,Clear
44885,3,Palm Desert,Riverside,CA,89.1,,32.0,29.83,4.6,Clear
44886,2,Los Angeles,Los Angeles,CA,66.9,,90.0,29.94,,Clear
44887,2,Los Angeles,Los Angeles,CA,66.9,,90.0,29.94,,Clear
44888,3,Carson,Los Angeles,CA,69.8,,94.0,29.96,,Overcast
44889,2,Rowland Heights,Los Angeles,CA,73.0,,76.0,29.95,,Haze
44890,3,San Bernardino,San Bernardino,CA,79.3,,54.0,29.99,,Clear
44891,2,San Diego,San Diego,CA,66.9,,87.0,29.98,4.6,Mostly Cloudy
44892,2,San Dimas,Los Angeles,CA,71.6,,78.0,30.01,,Clear
44893,2,San Dimas,Los Angeles,CA,71.6,,78.0,30.01,,Clear
44894,3,Long Beach,Los Angeles,CA,75.0,,71.0,29.96,4.6,Haze
44895,3,Santa Fe Springs,Los Angeles,CA,75.0,,69.0,29.95,,Clear
44896,3,Redlands,San Bernardino,CA,84.2,,45.0,29.99,,Clear
44897,3,San Diego,San Diego,CA,69.1,,84.0,29.99,,Mostly Cloudy
44898,3,San Diego,San Diego,CA,73.9,,68.0,29.96,3.5,Haze
44899,3,Valencia,Los Angeles,CA,84.0,84.0,51.0,29.1,7.0,Partly Cloudy
44900,2,Fullerton,Orange,CA,79.0,,60.0,29.94,3.5,Clear
44901,3,Culver City,Los Angeles,CA,71.1,,81.0,29.97,3.5,Haze
44902,2,Los Angeles,Los Angeles,CA,80.1,,62.0,29.94,3.5,Haze
44903,2,Lakewood,Los Angeles,CA,75.0,,71.0,29.96,8.1,Haze
44904,2,Whittier,Los Angeles,CA,75.2,,69.0,29.98,,Clear
44905,2,Riverside,Riverside,CA,86.0,,43.0,29.91,,Mostly Cloudy
44906,3,Lake Elsinore,Riverside,CA,87.8,,29.0,29.99,,Clear
44907,3,Orange,Orange,CA,75.9,,69.0,29.96,8.1,Scattered Clouds
44908,2,Orange,Orange,CA,75.9,,69.0,29.96,8.1,Scattered Clouds
44909,2,Santa Ana,Orange,CA,75.9,,69.0,29.96,8.1,Scattered Clouds
44910,2,Fallbrook,San Diego,CA,75.9,,69.0,29.95,5.8,Partly Cloudy
44911,3,Long Beach,Los Angeles,CA,75.0,,71.0,29.96,8.1,Haze
44912,2,La Puente,Los Angeles,CA,75.2,,69.0,29.98,,Clear
44913,2,Walnut,Los Angeles,CA,78.8,,61.0,30.01,,Haze
44914,2,San Diego,San Diego,CA,71.6,,73.0,29.98,8.1,Partly Cloudy
44915,3,San Diego,San Diego,CA,71.6,,73.0,29.98,8.1,Partly Cloudy
44916,3,El Cajon,San Diego,CA,82.4,,48.0,29.97,,Clear
44917,2,Alhambra,Los Angeles,CA,84.0,,55.0,29.93,4.6,Haze
44918,3,Long Beach,Los Angeles,CA,75.9,,69.0,29.96,8.1,Haze
44919,2,Orange,Orange,CA,82.9,,53.0,29.94,6.9,Clear
44920,3,Murrieta,Riverside,CA,91.4,,26.0,29.98,3.5,Clear
44921,2,Los Angeles,Los Angeles,CA,84.0,,55.0,29.93,4.6,Haze
44922,2,San Diego,San Diego,CA,77.0,,62.0,29.96,5.8,Clear
44923,2,Ramona,San Diego,CA,91.0,,34.0,29.94,9.2,Clear
44924,3,Sherman Oaks,Los Angeles,CA,84.9,,44.0,29.93,5.8,Mostly Cloudy
44925,2,Los Angeles,Los Angeles,CA,84.0,,55.0,29.93,4.6,Haze
44926,3,San Bernardino,San Bernardino,CA,96.6,,24.0,29.96,6.9,Clear
44927,3,Perris,Riverside,CA,93.2,,30.0,29.93,5.8,Clear
44928,2,San Diego,San Diego,CA,71.6,,73.0,29.98,8.1,Partly Cloudy
44929,2,San Diego,San Diego,CA,66.0,,90.0,29.96,8.1,Scattered Clouds
44930,3,San Diego,San Diego,CA,91.0,,34.0,29.94,9.2,Clear
44931,3,Boulevard,San Diego,CA,96.1,,17.0,29.88,10.4,
44932,3,West Covina,Los Angeles,CA,82.4,,54.0,29.97,3.5,Clear
44933,2,Tustin,Orange,CA,77.0,,66.0,29.95,8.1,Scattered Clouds
44934,3,Wilmington,Los Angeles,CA,78.8,,69.0,29.97,11.5,Scattered Clouds
44935,3,Los Angeles,Los Angeles,CA,84.0,,56.0,29.94,4.6,Haze
44936,3,Azusa,Los Angeles,CA,82.4,,54.0,29.97,3.5,Clear
44937,3,North Hills,Los Angeles,CA,88.0,,37.0,29.93,4.6,Clear
44938,2,Alhambra,Los Angeles,CA,82.4,,54.0,29.97,3.5,Clear
44939,2,Cerritos,Los Angeles,CA,82.0,,54.0,29.94,6.9,Clear
44940,2,Santa Ana,Orange,CA,77.0,,66.0,29.95,11.5,Scattered Clouds
44941,2,Santa Ana,Orange,CA,77.0,,66.0,29.95,11.5,Scattered Clouds
44942,3,Corona,Riverside,CA,91.0,,45.0,29.94,12.7,Clear
44943,2,Los Angeles,Los Angeles,CA,77.0,,64.0,29.96,11.5,Clear
44944,3,Carlsbad,San Diego,CA,73.0,,76.0,29.95,8.1,Clear
44945,3,Newhall,Los Angeles,CA,88.0,88.0,37.0,29.1,5.0,Mostly Cloudy
44946,2,Torrance,Los Angeles,CA,78.8,,69.0,29.97,11.5,Scattered Clouds
44947,3,Los Angeles,Los Angeles,CA,84.0,,56.0,29.94,4.6,Haze
44948,3,Westminster,Orange,CA,78.3,,65.0,29.97,9.2,Partly Cloudy
44949,3,Huntington Beach,Orange,CA,78.3,,65.0,29.97,9.2,Partly Cloudy
44950,3,Irvine,Orange,CA,77.0,,66.0,29.95,11.5,Scattered Clouds
44951,2,National City,San Diego,CA,73.9,,66.0,29.98,9.2,Mostly Cloudy
44952,3,Burbank,Los Angeles,CA,87.1,,41.0,29.92,5.8,Clear
44953,3,Los Angeles,Los Angeles,CA,84.0,,56.0,29.94,4.6,Haze
44954,2,Los Angeles,Los Angeles,CA,80.1,,60.0,29.95,3.5,Clear
44955,2,Los Angeles,Los Angeles,CA,80.1,,60.0,29.95,3.5,Clear
44956,2,Orange,Orange,CA,77.0,,64.0,29.95,9.2,Scattered Clouds
44957,2,Los Angeles,Los Angeles,CA,80.1,,60.0,29.95,3.5,Clear
44958,3,Whittier,Los Angeles,CA,86.0,,45.0,29.96,6.9,Clear
44959,2,San Diego,San Diego,CA,80.1,,54.0,29.95,9.2,Clear
44960,2,Hawthorne,Los Angeles,CA,75.0,,66.0,29.96,12.7,Clear
44961,3,Los Angeles,Los Angeles,CA,80.1,,60.0,29.95,3.5,Clear
44962,2,Los Angeles,Los Angeles,CA,80.1,,60.0,29.95,3.5,Clear
44963,2,Altadena,Los Angeles,CA,,,,,,
44964,2,Fontana,San Bernardino,CA,96.1,,30.0,29.88,5.8,Scattered Clouds
44965,2,Perris,Riverside,CA,98.4,,24.0,29.91,10.4,Partly Cloudy
44966,3,Sherman Oaks,Los Angeles,CA,93.9,,33.0,29.9,9.2,Clear
44967,3,Long Beach,Los Angeles,CA,84.9,,49.0,29.93,6.9,Clear
44968,3,Whittier,Los Angeles,CA,87.8,,46.0,29.94,5.8,Clear
44969,3,Tustin,Orange,CA,78.1,,62.0,29.94,8.1,Scattered Clouds
44970,2,Santa Barbara,Santa Barbara,CA,68.0,,87.0,29.98,4.6,Haze
44971,3,Norwalk,Los Angeles,CA,88.0,,45.0,29.92,9.2,Clear
44972,2,Azusa,Los Angeles,CA,87.8,,46.0,29.94,5.8,Clear
44973,2,Los Angeles,Los Angeles,CA,80.1,,60.0,29.93,6.9,Clear
44974,3,Norwalk,Los Angeles,CA,88.0,,45.0,29.92,9.2,Clear
44975,2,Orange,Orange,CA,78.1,,62.0,29.94,8.1,Scattered Clouds
44976,3,Ontario,San Bernardino,CA,96.1,,31.0,29.87,13.8,Partly Cloudy
44977,3,Riverside,Riverside,CA,98.1,,27.0,29.86,12.7,Scattered Clouds
44978,3,Los Angeles,Los Angeles,CA,80.1,,60.0,29.93,6.9,Clear
44979,2,Fullerton,Orange,CA,88.0,,45.0,29.92,9.2,Clear
44980,3,San Diego,San Diego,CA,82.9,,47.0,29.93,9.2,Partly Cloudy
44981,3,San Diego,San Diego,CA,75.0,,64.0,29.96,8.1,Partly Cloudy
44982,2,Mountain Center,Riverside,CA,113.0,,12.0,29.79,6.9,Clear
44983,2,North Hollywood,Los Angeles,CA,90.0,,42.0,29.9,4.6,Clear
44984,2,Rosemead,Los Angeles,CA,87.8,,46.0,29.94,5.8,Clear
44985,2,Vista,San Diego,CA,72.0,,76.0,29.94,10.4,Clear
44986,2,Valencia,Los Angeles,CA,94.0,94.0,33.0,29.07,9.0,Mostly Cloudy
44987,2,Los Angeles,Los Angeles,CA,79.0,,58.0,29.94,12.7,Haze
44988,3,Long Beach,Los Angeles,CA,84.9,,49.0,29.93,6.9,Clear
44989,2,Irvine,Orange,CA,78.1,,62.0,29.94,8.1,Scattered Clouds
44990,2,Riverside,Riverside,CA,98.1,,27.0,29.86,12.7,Scattered Clouds
44991,3,Lake Elsinore,Riverside,CA,98.6,,25.0,29.94,16.1,Clear
44992,2,Riverside,Riverside,CA,98.1,,27.0,29.86,12.7,Scattered Clouds
44993,3,Torrance,Los Angeles,CA,77.0,,62.0,29.93,11.5,Clear
44994,2,Los Angeles,Los Angeles,CA,80.1,,60.0,29.91,3.5,Clear
44995,2,Los Angeles,Los Angeles,CA,80.1,,60.0,29.91,3.5,Clear
44996,2,Covina,Los Angeles,CA,89.6,,43.0,29.92,8.1,Clear
44997,3,El Cajon,San Diego,CA,89.6,,36.0,29.92,6.9,Clear
44998,3,Carlsbad,San Diego,CA,72.0,,76.0,29.93,8.1,Clear
44999,2,Compton,Los Angeles,CA,77.0,,62.0,29.92,9.2,Clear
45000,2,Los Angeles,Los Angeles,CA,80.1,,60.0,29.91,3.5,Clear
45001,2,Whittier,Los Angeles,CA,89.1,,43.0,29.89,9.2,Clear
45002,2,Hacienda Heights,Los Angeles,CA,89.6,,43.0,29.92,8.1,Clear
45003,2,Tustin,Orange,CA,80.1,,58.0,29.92,11.5,Scattered Clouds
45004,2,Riverside,Riverside,CA,98.1,,27.0,29.84,12.7,Scattered Clouds
45005,2,La Mesa,San Diego,CA,89.6,,36.0,29.92,6.9,Clear
45006,2,El Cajon,San Diego,CA,89.6,,36.0,29.92,6.9,Clear
45007,2,Sherman Oaks,Los Angeles,CA,98.1,,27.0,29.87,4.6,Clear
45008,2,Los Angeles,Los Angeles,CA,80.1,,60.0,29.91,3.5,Clear
45009,3,Los Angeles,Los Angeles,CA,80.1,,60.0,29.91,3.5,Clear
45010,2,Santee,San Diego,CA,89.6,,36.0,29.91,11.5,Clear
45011,3,Boulevard,San Diego,CA,99.0,,12.0,29.84,17.3,
45012,2,Los Angeles,Los Angeles,CA,79.0,,60.0,29.89,3.5,Clear
45013,3,Ontario,San Bernardino,CA,97.0,,30.0,29.83,15.0,Partly Cloudy
45014,3,Burbank,Los Angeles,CA,88.0,,43.0,29.86,8.1,Clear
45015,2,Los Angeles,Los Angeles,CA,75.9,,64.0,29.91,13.8,Clear
45016,3,Long Beach,Los Angeles,CA,84.9,,48.0,29.89,11.5,Clear
45017,2,Rowland Heights,Los Angeles,CA,87.1,,46.0,29.88,9.2,Clear
45018,3,San Diego,San Diego,CA,73.9,,64.0,29.94,8.1,Partly Cloudy
45019,2,Pomona,Los Angeles,CA,91.4,,38.0,29.93,15.0,Clear
45020,3,San Diego,San Diego,CA,80.1,,54.0,29.91,9.2,Clear
45021,2,Ontario,San Bernardino,CA,97.0,,30.0,29.83,15.0,Partly Cloudy
45022,2,Westlake Village,Ventura,CA,75.9,,60.0,29.94,6.9,Clear
45023,3,Culver City,Los Angeles,CA,75.0,,69.0,29.91,9.2,Clear
45024,2,Compton,Los Angeles,CA,75.9,,64.0,29.91,13.8,Clear
45025,3,Los Angeles,Los Angeles,CA,79.0,,60.0,29.88,5.8,Clear
45026,2,Whittier,Los Angeles,CA,87.1,,46.0,29.88,9.2,Clear
45027,2,Rancho Santa Fe,San Diego,CA,71.1,,78.0,29.92,,Partly Cloudy
45028,3,Chula Vista,San Diego,CA,73.0,,68.0,29.92,8.1,Scattered Clouds
45029,2,Studio City,Los Angeles,CA,84.0,,47.0,29.86,5.8,Scattered Clouds
45030,2,Torrance,Los Angeles,CA,77.0,,69.0,29.9,13.8,Partly Cloudy
45031,2,Hacienda Heights,Los Angeles,CA,86.0,,45.0,29.9,13.8,Clear
45032,2,Whittier,Los Angeles,CA,86.0,,45.0,29.9,13.8,Clear
45033,2,Ventura,Ventura,CA,66.9,,84.0,29.9,10.4,Overcast
45034,2,Agoura Hills,Los Angeles,CA,88.0,,42.0,29.85,9.2,Partly Cloudy
45035,3,Los Angeles,Los Angeles,CA,73.0,,73.0,29.88,4.6,Clear
45036,3,Los Angeles,Los Angeles,CA,73.0,,73.0,29.88,4.6,Clear
45037,3,Downey,Los Angeles,CA,79.0,,54.0,29.88,12.7,Clear
45038,3,Cerritos,Los Angeles,CA,87.1,,44.0,29.87,8.1,Clear
45039,2,Whittier,Los Angeles,CA,86.0,,45.0,29.9,13.8,Clear
45040,2,Whittier,Los Angeles,CA,87.1,,44.0,29.87,8.1,Clear
45041,2,Ladera Ranch,Orange,CA,75.9,,67.0,29.88,10.4,Scattered Clouds
45042,3,Moreno Valley,Riverside,CA,95.9,,22.0,29.86,19.6,Clear
45043,2,San Bernardino,San Bernardino,CA,97.7,,26.0,29.88,16.1,Clear
45044,3,San Diego,San Diego,CA,88.0,,32.0,29.88,9.2,Clear
45045,3,Escondido,San Diego,CA,71.1,,78.0,29.89,9.2,Clear
45046,2,Goleta,Santa Barbara,CA,69.1,,75.0,29.89,15.0,Partly Cloudy
45047,2,Malibu,Los Angeles,CA,69.1,,81.0,29.89,8.1,Mostly Cloudy
45048,3,Los Angeles,Los Angeles,CA,73.0,,73.0,29.88,4.6,Clear
45049,3,Los Angeles,Los Angeles,CA,73.0,,73.0,29.88,4.6,Clear
45050,3,Los Angeles,Los Angeles,CA,73.0,,73.0,29.88,4.6,Clear
45051,3,Pasadena,Los Angeles,CA,,,,,,
45052,3,Pasadena,Los Angeles,CA,,,,,,
45053,2,Monterey Park,Los Angeles,CA,73.0,,73.0,29.88,4.6,Clear
45054,2,Pasadena,Los Angeles,CA,,,,,,
45055,3,Baldwin Park,Los Angeles,CA,80.6,,54.0,29.89,5.8,Clear
45056,3,Montclair,San Bernardino,CA,86.0,,40.0,29.92,17.3,Clear
45057,2,Fontana,San Bernardino,CA,91.0,,35.0,29.83,15.0,Partly Cloudy
45058,2,Malibu,Los Angeles,CA,70.0,,78.0,29.9,8.1,Mostly Cloudy
45059,3,Newhall,Los Angeles,CA,88.0,88.0,42.0,29.03,9.0,Cloudy
45060,2,Anaheim,Orange,CA,86.0,,41.0,29.86,8.1,Clear
45061,2,Fullerton,Orange,CA,86.0,,41.0,29.86,8.1,Clear
45062,3,Irvine,Orange,CA,75.9,,67.0,29.88,10.4,Scattered Clouds
45063,3,Sylmar,Los Angeles,CA,86.0,,45.0,29.93,10.4,Mostly Cloudy
45064,2,Sherman Oaks,Los Angeles,CA,79.0,,58.0,29.85,8.1,Clear
45065,3,Burbank,Los Angeles,CA,79.0,,58.0,29.85,8.1,Clear
45066,2,Compton,Los Angeles,CA,72.0,,71.0,29.89,9.2,Clear
45067,2,Compton,Los Angeles,CA,69.1,,78.0,29.89,8.1,Partly Cloudy
45068,3,Cerritos,Los Angeles,CA,82.9,,47.0,29.86,3.5,Clear
45069,2,Glendora,Los Angeles,CA,82.4,,42.0,29.93,10.4,Clear
45070,2,Orange,Orange,CA,73.9,,66.0,29.88,11.5,Scattered Clouds
45071,2,Riverside,Riverside,CA,88.0,,37.0,29.84,10.4,Clear
45072,3,San Diego,San Diego,CA,80.1,,50.0,29.89,6.9,Clear
45073,3,Escondido,San Diego,CA,69.1,,84.0,29.89,6.9,Clear
45074,3,Santa Monica,Los Angeles,CA,68.0,,84.0,29.89,5.8,Mostly Cloudy
45075,3,Gardena,Los Angeles,CA,69.1,,78.0,29.89,8.1,Partly Cloudy
45076,3,Los Angeles,Los Angeles,CA,71.1,,75.0,29.88,3.5,Clear
45077,3,Downey,Los Angeles,CA,75.0,,64.0,29.88,11.5,Clear
45078,3,La Jolla,San Diego,CA,77.0,,56.0,29.89,6.9,Clear
45079,3,San Ysidro,San Diego,CA,72.0,,73.0,29.89,5.8,Clear
45080,3,Van Nuys,Los Angeles,CA,84.0,,49.0,29.86,4.6,Clear
45081,2,Los Angeles,Los Angeles,CA,66.9,,87.0,29.89,10.4,Overcast
45082,2,Inglewood,Los Angeles,CA,69.1,,78.0,29.89,8.1,Partly Cloudy
45083,2,Torrance,Los Angeles,CA,68.0,,94.0,29.9,11.5,Mostly Cloudy
45084,2,Torrance,Los Angeles,CA,68.0,,94.0,29.9,11.5,Mostly Cloudy
45085,2,Los Angeles,Los Angeles,CA,69.1,,78.0,29.89,8.1,Partly Cloudy
45086,2,Orange,Orange,CA,73.9,,66.0,29.88,11.5,Scattered Clouds
45087,3,Irvine,Orange,CA,73.9,,66.0,29.88,11.5,Scattered Clouds
45088,2,Santee,San Diego,CA,87.8,,33.0,29.89,6.9,Clear
45089,2,San Diego,San Diego,CA,77.0,,56.0,29.89,6.9,Clear
45090,2,Camarillo,Ventura,CA,66.0,,84.0,29.92,5.8,Clear
45091,3,Valencia,Los Angeles,CA,84.0,84.0,49.0,29.03,3.0,Partly Cloudy
45092,2,Sherman Oaks,Los Angeles,CA,84.0,,49.0,29.86,3.5,Clear
45093,3,San Fernando,Los Angeles,CA,86.0,,45.0,29.93,10.4,Mostly Cloudy
45094,2,Toluca Lake,Los Angeles,CA,77.0,,62.0,29.85,6.9,Clear
45095,2,Torrance,Los Angeles,CA,68.0,,94.0,29.9,8.1,Mostly Cloudy
45096,2,Los Angeles,Los Angeles,CA,70.0,,78.0,29.88,,Clear
45097,2,City Of Industry,Los Angeles,CA,77.0,,57.0,29.9,5.8,Clear
45098,3,Monrovia,Los Angeles,CA,77.0,,57.0,29.9,5.8,Clear
45099,3,La Puente,Los Angeles,CA,77.0,,57.0,29.9,5.8,Clear
45100,3,Victorville,San Bernardino,CA,91.4,,20.0,30.0,15.0,Clear
45101,2,San Diego,San Diego,CA,73.9,,64.0,29.9,5.8,Clear
45102,3,La Mesa,San Diego,CA,78.8,,54.0,29.9,11.5,Clear
45103,2,Idyllwild,Riverside,CA,107.1,,14.0,29.72,17.3,Clear
45104,2,Encino,Los Angeles,CA,84.0,,49.0,29.86,3.5,Clear
45105,3,North Hills,Los Angeles,CA,84.0,,49.0,29.86,3.5,Clear
45106,2,Lawndale,Los Angeles,CA,69.1,,81.0,29.89,5.8,Mostly Cloudy
45107,2,Los Angeles,Los Angeles,CA,70.0,,78.0,29.88,,Clear
